text,label
Ablehnen,PRIVACY_FRIENDLY
Bestätigen,NEUTRAL
Impressum Datenschutzhinweise Cookie-Infos,UNKNOWN
Cookie-Infos,PRIVACY_RISKY
"96 € sparen 100 statt  MBit/s
AKTION
Nur für kurze Zeit
 Allnet Flat
10 GB",UNKNOWN
"AKTION
Nur für kurze Zeit",UNKNOWN
"44 %
sparen
8,99 €
4,
99
€ mtl.
0 € Bereitstellungspreis
statt 9,99 €
24 Monate
1 Monat
Jetzt bestellen
Tarifdetails
Produktinformationsblatt",NEUTRAL
Dialog öffnen – Informationen zu dem Tarif Allnet Flat 4 + 6 GB,UNKNOWN
"Tarifdetails
Produktinformationsblatt",NEUTRAL
Tarifdetails,NEUTRAL
Produktinformationsblatt,UNKNOWN
AKTIONNur für kurze Zeit,UNKNOWN
Jetzt bestellen: Allnet Flat 4 + 6 GB,UNKNOWN
TarifdetailsProduktinformationsblatt,NEUTRAL
Tarifdetails: Allnet Flat 4 + 6 GB,NEUTRAL
"168 € sparen 100 statt  MBit/s
AKTION
Nur für kurze Zeit
 Allnet Flat
30 GB",UNKNOWN
"50 %
sparen
13,99 €
6,
99
€ mtl.
0 € Bereitstellungspreis
statt 19,99 €
24 Monate
1 Monat
Jetzt bestellen
Tarifdetails
Produktinformationsblatt",NEUTRAL
Dialog öffnen – Informationen zu dem Tarif Allnet Flat 8 + 22 GB,UNKNOWN
Jetzt bestellen: Allnet Flat 8 + 22 GB,UNKNOWN
Tarifdetails: Allnet Flat 8 + 22 GB,NEUTRAL
"144 € sparen 100 statt  MBit/s
AKTION
Nur für kurze Zeit
 Allnet Flat
40 GB",UNKNOWN
"40 %
sparen
14,99 €
8,
99
€ mtl.
0 € Bereitstellungspreis
statt 19,99 €
24 Monate
1 Monat
Jetzt bestellen
Tarifdetails
Produktinformationsblatt",NEUTRAL
Dialog öffnen – Informationen zu dem Tarif Allnet Flat 10 + 30 GB,UNKNOWN
Jetzt bestellen: Allnet Flat 10 + 30 GB,UNKNOWN
Tarifdetails: Allnet Flat 10 + 30 GB,NEUTRAL
"192 € sparen 100 statt  MBit/s
TOP-DEAL
 Nur bis 01.08. 11 Uhr
 Allnet Flat
60 GB",UNKNOWN
"TOP-DEAL
 Nur bis 01.08. 11 Uhr",UNKNOWN
"40 %
sparen
19,99 €
11,
99
€ mtl.
0 € Bereitstellungspreis
statt 19,99 €
24 Monate
1 Monat
Jetzt bestellen
Tarifdetails
Produktinformationsblatt",NEUTRAL
Dialog öffnen – Informationen zu dem Tarif Allnet Flat 20 + 40 GB,UNKNOWN
TOP-DEAL Nur bis 01.08. 11 Uhr,UNKNOWN
Jetzt bestellen: Allnet Flat 20 + 40 GB,UNKNOWN
Tarifdetails: Allnet Flat 20 + 40 GB,NEUTRAL
"600 € sparen 100 statt  MBit/s
AKTION
Nur für kurze Zeit
 Allnet Flat
80 GB",UNKNOWN
"62 %
sparen
39,99 €
14,
99
€ mtl.
0 € Bereitstellungspreis
statt 9,99 €
24 Monate
1 Monat
Jetzt bestellen
Tarifdetails
Produktinformationsblatt",NEUTRAL
Dialog öffnen – Informationen zu dem Tarif Allnet Flat 70 + 10 GB,UNKNOWN
Jetzt bestellen: Allnet Flat 70 + 10 GB,UNKNOWN
Tarifdetails: Allnet Flat 70 + 10 GB,NEUTRAL
Usercentrics Cookiebot - opens in a new window,PRIVACY_RISKY
Zustimmung,UNKNOWN
Details,NEUTRAL
[#IABV2SETTINGS#],NEUTRAL
Über Cookies,PRIVACY_RISKY
Notwendig (27),UNKNOWN
consent.cookiebot.eusst.logitel.de3,PRIVACY_RISKY
Präferenzen (0),NEUTRAL
Statistiken (30),UNKNOWN
TikTok1,PRIVACY_RISKY
Marketing (57),UNKNOWN
die Datenschutzrichtlinie von RudderStack - opens in a new window,PRIVACY_FRIENDLY
TikTok5,PRIVACY_RISKY
TikTok2,PRIVACY_RISKY
Cookiebot,PRIVACY_RISKY
[#IABV2_LABEL_PARTNERS_ARIA_LABEL#],UNKNOWN
Ablehnen,PRIVACY_FRIENDLY
Auswahl speichern und weiter,NEUTRAL
Individuelle Einstellungen,NEUTRAL
Akzeptieren,PRIVACY_RISKY
"Der Allmobil L Tarif mit 15 GB Datenvolumen für nur 4,99 Euro im Monat",UNKNOWN
"Der Congstar Flat M Tarif mit 75 GB Datenvolumen und 140 Euro Cashback für nur 24 Euro im Monat oder effektiv nur 18,38 Euro monatlich.",NEUTRAL
"Der Allmobil M Tarif mit 20 GB Datenvolumen für nur 7,99 Euro im Monat",UNKNOWN
"Der klarmobil Tarif mit 30 GB Datenvolumen für nur 14,99 Euro im Monat oder effektiv nur 7,91 Euro monatlich.",UNKNOWN
"Essenziell
Essenzielle Services ermöglichen grundlegende Funktionen und sind für das ordnungsgemäße Funktionieren der Website erforderlich.",PRIVACY_FRIENDLY
"Statistik
Statistik-Cookies sammeln Nutzungsdaten, die uns Aufschluss darüber geben, wie unsere Besucher mit unserer Website umgehen.",PRIVACY_RISKY
Datenschutz-Präferenz,PRIVACY_FRIENDLY
Einstellungen,NEUTRAL
Ich akzeptiere alle,UNKNOWN
Nur essenzielle Cookies akzeptieren,PRIVACY_RISKY
Individuelle Datenschutz-Präferenzen,NEUTRAL
"Präferenzen
Datenschutzerklärung
Impressum
powered by Borlabs Cookie",NEUTRAL
Präferenzen,NEUTRAL
powered by Borlabs Cookie,PRIVACY_RISKY
Datenschutzeinstellungen,NEUTRAL
"Anpassen
Ablehnen
Zustimmen",PRIVACY_FRIENDLY
Ablehnen,PRIVACY_FRIENDLY
Zustimmen,PRIVACY_RISKY
Alles rund um Strom,UNKNOWN
"Alles rund um Gewerbe






Gewerbestrom



Gewerbegas





Gewerbestrom-Formular



Gewerbegas-Formular





Industriestrom",UNKNOWN
Alles rund um Gewerbe,UNKNOWN
"Alles rund um Service






Stromkostenrechner





Hilfecenter





Kündigungsportal",UNKNOWN
Alles rund um Service,UNKNOWN
"Alles rund um Ratgeber






Allgemeine Themen









E-Mobilität









Solarenergie",UNKNOWN
Alles rund um Ratgeber,UNKNOWN
"Allgemeine Themen









E-Mobilität









Solarenergie",UNKNOWN
Allgemeine Themen,UNKNOWN
zurück,NEUTRAL
"Unsere Partner
Zur Anbieterübersicht",UNKNOWN
Es ist ein Fehler beim Absenden des Formulars aufgetreten. Bitte überprüfen Sie alle Formularfelder erneut.,UNKNOWN
"Unternehmen
Über uns
Kontakt
Impressum
Datenschutz
AGB",PRIVACY_FRIENDLY
"Über uns
Kontakt
Impressum
Datenschutz
AGB",PRIVACY_FRIENDLY
"Städte
Hamburg
Berlin
München
Hannover
Alle Städte",UNKNOWN
"Hamburg
Berlin
München
Hannover
Alle Städte",UNKNOWN
Auf Facebook folgen,PRIVACY_RISKY
Auf Tiktok folgen,PRIVACY_RISKY
Mehr Informationen,NEUTRAL
Wählen Sie die Energieart,UNKNOWN
Jahresverbrauch in kWh4/7,PRIVACY_RISKY
Jahresverbrauch in kWh,PRIVACY_RISKY
Jahresverbrauch in kWh5/7,PRIVACY_RISKY
"Optionale Cookies ablehnen
Optionale Cookies akzeptieren
Einstellungen anpassen",PRIVACY_FRIENDLY
"Optionale Cookies ablehnen
Optionale Cookies akzeptieren",PRIVACY_FRIENDLY
Optionale Cookies ablehnen,PRIVACY_FRIENDLY
Optionale Cookies akzeptieren,PRIVACY_RISKY
Einstellungen anpassen,NEUTRAL
Zurück,NEUTRAL
"kWh/Jahr
2 Personen",PRIVACY_RISKY
kWh/Jahr,PRIVACY_RISKY
"Solar
Ökostrom
E-Mobilität
Energiemanagement",NEUTRAL
Über E-Mobilität informieren,UNKNOWN
Bleiben Sie informiert,UNKNOWN
Sprache auswählen,NEUTRAL
"Statements & Positionen
Tauchen Sie ein in spannende Perspektiven und Ansätze von RWE zu zentralen Themen der Energiebranche
Mehr erfahren",NEUTRAL
Mehr erfahren,NEUTRAL
"RWE auf Wachstumskurs
RWE investiert Milliarden in den werthaltigen Ausbau des Portfolios
Mehr erfahren",NEUTRAL
1xPlayback Rate,NEUTRAL
Playback Rate,NEUTRAL
"Subtitlessubtitles settings, opens subtitles settings dialogsubtitles off, selected",NEUTRAL
Caption Settings Dialog,NEUTRAL
restore all settings to the default values,NEUTRAL
Sprache auswählen,NEUTRAL
Alle Tarife ohne Handy,UNKNOWN
Alle Tarife mit Handy,UNKNOWN
Allnet Flats,UNKNOWN
MagentaMobil Partnerkarten,UNKNOWN
Alle Tarife mit Tablet,UNKNOWN
Alle Internet-Sticks & Surfboxen,UNKNOWN
Tigerbooks,PRIVACY_RISKY
Alle Handys,UNKNOWN
Alle Angebote,UNKNOWN
Alle Tablets,UNKNOWN
Alle Zubehör-Angebote,UNKNOWN
Sicherheit: Norton,UNKNOWN
Alle Themen,UNKNOWN
Kündigen und mehr,NEUTRAL
Mehrfach-SIM,NEUTRAL
Alle Suchergebnisse anzeigen,UNKNOWN
Tarif- und Preisdetails,NEUTRAL
Alle Tarife,UNKNOWN
"Sommer-Deal

Allnet Flats zum Tiefstpreis

Tarife im Telefónica Netz

17 GB

Flat

Monatlich
9
,
99 €
statt regulär
19,99 €",UNKNOWN
Zurück navigieren,NEUTRAL
Weiter navigieren,NEUTRAL
Alle Handys mit Vertrag,UNKNOWN
"Fernsehen wie noch nie!

Einmalig

19,99 €

Jetzt waipu.tv Stick inkl. Perfect Plus für 9,99 € mtl. dazu!",UNKNOWN
Zu den freenet Travel Details,NEUTRAL
Zu den freenet Internet Details,NEUTRAL
"Wir lieben unsere Konkurrenz so sehr, dass wir sie anbieten.

Alle Netze. Große Auswahl. Ganz viel Freiheit. Läuft.",UNKNOWN
"Leidenschaft, die verbindet – im Netz und im Sport.

Mit Volldampf in die Sport-Partnerschaften.",UNKNOWN
Datenschutzmanager,NEUTRAL
Usercentrics Cookiebot - opens in a new window,PRIVACY_RISKY
Zustimmung,UNKNOWN
Details,NEUTRAL
[#IABV2SETTINGS#],NEUTRAL
Über Cookies,PRIVACY_RISKY
Notwendig (3),UNKNOWN
Präferenzen (5),NEUTRAL
sender.naturstrom.deconsent.cookiebot.com2,PRIVACY_RISKY
Statistiken (21),UNKNOWN
Marketing (15),UNKNOWN
Cookiebot,PRIVACY_RISKY
[#IABV2_LABEL_PARTNERS_ARIA_LABEL#],UNKNOWN
nur notwendige Cookies verwenden,PRIVACY_FRIENDLY
Auswahl erlauben,PRIVACY_RISKY
alle Cookies zulassen,PRIVACY_RISKY
kWh/Jahr,PRIVACY_RISKY
Jetzt informieren,UNKNOWN
Mehr erfahren,NEUTRAL
Mehr Informationen,NEUTRAL
ablehnen,PRIVACY_FRIENDLY
"Weitere Informationen zum Datenschutz, wird in neuer registerkarte geöffnet",NEUTRAL
Notwendig,UNKNOWN
Datenschutzerklärung,PRIVACY_FRIENDLY
Google Marketing Plattform,UNKNOWN
Facebook,PRIVACY_RISKY
Microsoft Advertising,UNKNOWN
Google Analytics 4_,UNKNOWN
Google Ads Conversion Tracking,UNKNOWN
Statistik,UNKNOWN
Google Analytics 4,UNKNOWN
Personalisierung,UNKNOWN
Google Marketing Plattform_,UNKNOWN
Facebook_,PRIVACY_RISKY
Microsoft Advertising_,UNKNOWN
Google Ads Conversion Tracking_,UNKNOWN
Datenschutzhinweise,PRIVACY_FRIENDLY
Alles akzeptieren,PRIVACY_RISKY
Speichern,NEUTRAL
Einstellungen,NEUTRAL
Back,NEUTRAL
Consent,PRIVACY_RISKY
Powered by OneTrust Wird in neuer Registerkarte geöffnet,UNKNOWN
Datenschutz,PRIVACY_FRIENDLY
Alle Cookies akzeptieren,PRIVACY_RISKY
Cookie-Einstellungen,NEUTRAL
"EINFACH KLIMAFREUNDLICH FÜR ALLE.
RUNDUM-VERSORGUNG FÜR ZUHAUSE: ÖKOENERGIE,
SOLARANLAGEN, E-MOBILITÄT UND VIELES MEHR.",NEUTRAL
EINFACH KLIMAFREUNDLICH FÜR ALLE.,UNKNOWN
"RUNDUM-VERSORGUNG FÜR ZUHAUSE: ÖKOENERGIE,
SOLARANLAGEN, E-MOBILITÄT UND VIELES MEHR.",NEUTRAL
"Ökostrom
Ökogas
Wärmestrom
Internet & Telefon
Postleitzahl
Jahresverbrauch in kWh
Wie viel Strom verbrauche ich?
Tarif berechnen",PRIVACY_RISKY
"Postleitzahl
Jahresverbrauch in kWh
Wie viel Strom verbrauche ich?
Tarif berechnen",PRIVACY_RISKY
"Jahresverbrauch in kWh
Wie viel Strom verbrauche ich?",PRIVACY_RISKY
"Jahresverbrauch in kWh
							
								Bitte geben Sie Ihren Verbrauch ein.",PRIVACY_RISKY
"▾
						
							Bitte wählen Sie einen Ort aus.
						
					
					
						
						Ort
						
							Bitte geben Sie einen korrekten Ort ein.",UNKNOWN
"▾
						
							Bitte wählen Sie einen Ort aus.",UNKNOWN
Bitte wählen Sie einen Ort aus.,UNKNOWN
"FERNWÄRME IN DARMSTADT.
Jetzt informieren",UNKNOWN
Jetzt informieren,UNKNOWN
"INFOS ZUR E-MOBILITÄT.
Wir halten Sie über neue Trends zur Elektromobilität auf dem Laufenden.
Elektromobilität",UNKNOWN
Usercentrics Cookiebot - opens in a new window,PRIVACY_RISKY
Zustimmung,UNKNOWN
Details,NEUTRAL
[#IABV2SETTINGS#],NEUTRAL
Über Cookies,PRIVACY_RISKY
Notwendig (19),UNKNOWN
dt.polarstern-energie.deconsent.cookiebot.com2,PRIVACY_RISKY
Präferenzen (1),NEUTRAL
Statistiken (9),UNKNOWN
Marketing (71),UNKNOWN
Adition Technologies1,UNKNOWN
Cookiebot,PRIVACY_RISKY
[#IABV2_LABEL_PARTNERS_ARIA_LABEL#],UNKNOWN
Ablehnen,PRIVACY_FRIENDLY
Auswahl erlauben,PRIVACY_RISKY
Alle zulassen,PRIVACY_RISKY
Nur im Juli: 100 € für jede Weiterempfehlung  kassieren!¹,NEUTRAL
Informationen zur Berechnung des Stromverbrauchs zeigen,UNKNOWN
Bitte auswählen,NEUTRAL
Hier fehlt noch eine Angabe,UNKNOWN
"SolarPaket
SolarModule, StromSpeicher und StromWallet",UNKNOWN
Mehr über klimaneutralen Ökostrom erfahren,NEUTRAL
Jetzt mehr erfahren,NEUTRAL
"Tarife, die auf ÖkoStrom setzen.
Ob feste oder variable Arbeitspreise:  
LichtBlick ÖkoStrom ist zu 100 % grün und aus Deutschland.
Mehr zu ÖkoStrom",NEUTRAL
"Nachhaltig unterwegs.
Ob Wallbox, Ladekarte oder Stromtarif: LichtBlick hat smarte Lösungen für die Mobilität von morgen.
Die volle E-Mobilität",UNKNOWN
Weiter zur Klimastrategie,NEUTRAL
"Echter Ökostrom
Ökostrom von A bis Z erklärt: Was ist echter Ökostrom.
Mehr über Ökostrom",NEUTRAL
"LichtBlick Ratgeber
Erfahrt auf den Ratgeberseiten mehr zu Themen wie Energie und verantwortungsvolles Leben.
Zum Wissensbereich",NEUTRAL
Erfahrt mehr über den ÖkoStrom von LichtBlick,NEUTRAL
Ist Ökostrom teurer als normaler Strom?,UNKNOWN
Sprache auswählen,NEUTRAL
Mehr zum Datenschutz,NEUTRAL
"Amtliche Warnungen
Mehr Informationen",NEUTRAL
"Aktuelle Wetterwerte, Vorhersagen und ausgesuchte Klimadaten deutscher Wetterstationen
Mehr Informationen",NEUTRAL
"Rückblick mit klimatologischer Einordnung und einem Ausblick auf den Folgemonat.
Zum Monatlichen Klimastatus",UNKNOWN
"aktualisiert: 30.07.2025 / 16:57 Uhr

Tiefdruckeinfluss und mäßig warme Nordatlantikluft sorgen für unbeständiges Wetter. 
Wet­ter­be­rich­te",UNKNOWN
Externer Link: Bei Facebook teilen (Öffnet neues Fenster),PRIVACY_RISKY
"DER DWD
Aufgaben
Arbeitgeber DWD
Organisation
Standorte
Zusammenarbeit
Messnetz
Informationstechnik
Deutsche Meteorologische Bibliothek",UNKNOWN
"You Tube
Warn-Videos und viel mehr",NEUTRAL
"Facebook
Wetter und Klima aktuell und unterhaltend",PRIVACY_RISKY
"bluesky
Wetter- und Klima-Infos kurz und aktuell",UNKNOWN
"Impressum
Datenschutz
Disclaimer
AGB
QM
Rechtliche Hinweise
Erklärung zur Barrierefreiheit",PRIVACY_FRIENDLY
Cookie- und Datenschutzrichtlinie,UNKNOWN
"Ablehnen und Schließen
Annehmen und Schließen",PRIVACY_FRIENDLY
Ablehnen und Schließen,PRIVACY_FRIENDLY
Sie haben den Standortzugriff verweigert. Beheben Sie das Problem in Ihrem Browser und laden Sie die Seite neu.,UNKNOWN
skip back,NEUTRAL
"path {
            pointer-events: all;
        }

        a.svgPath:hover path{
            fill-opacity: 0.3;
        }",UNKNOWN
"Werbefreies Premium (3,49 pro Jahr)",UNKNOWN
Cookies Settings,NEUTRAL
Accept All Cookies,PRIVACY_RISKY
Refined Fuels,PRIVACY_RISKY
Yes,PRIVACY_RISKY
"Fuel Operations
Real-time visibility, pricing, and supply chain intelligence for refined fuel markets.
Learn More >",NEUTRAL
"Real-time visibility, pricing, and supply chain intelligence for refined fuel markets.",PRIVACY_RISKY
Learn More >,NEUTRAL
"Agriculture
A digital twin of farming—from producer engagement to sustainability tracking.
Learn More >",NEUTRAL
A digital twin of farming—from producer engagement to sustainability tracking.,UNKNOWN
"Weather
Precision forecasting and risk planning for aviation, logistics, and utilities.
Learn More >",NEUTRAL
"Ecosystem Trust and Neutrality – No bias, just outcomes.",UNKNOWN
Download the Operational Decisioning e-book,PRIVACY_RISKY
Read Now,UNKNOWN
Watch Now,UNKNOWN
View All Resources,UNKNOWN
Privacy & Cookies,PRIVACY_RISKY
"Agriculture
Refined Fuels
Weather
Aviation
Marine and Offshore
Sports and Safety
Transportation
Utilities and Renewable Energy",PRIVACY_RISKY
"More information about your privacy, opens in a new tab",NEUTRAL
Allow All,PRIVACY_RISKY
Back,NEUTRAL
Consent,PRIVACY_RISKY
Confirm My Choices,NEUTRAL
Powered by OneTrust Opens in a new Tab,UNKNOWN
Bilder-Karusell - Bild Unwetter wählen,UNKNOWN
Bilder-Karusell - Bild Naturgefahren wählen,UNKNOWN
Bilder-Karusell - Bild Seen & Flugplätze wählen,UNKNOWN
"ausgewählt
Heute
16°
Höchsttemperatur Norden 16° Celsius
21°
Höchsttemperatur Süden 21° Celsius",UNKNOWN
Weitere Informationen,NEUTRAL
Muss ich für alles meine Einwilligung erteilen?,PRIVACY_RISKY
132 TCF-konforme Anzeigentechnologie-Anbieter und 67 Werbepartner,UNKNOWN
Ihre Daten verwalten,NEUTRAL
Dateneinstellungen,NEUTRAL
Zurück,NEUTRAL
"Sie können festlegen, wie Ihre personenbezogenen Daten verwendet werden. Anbieter bitten um Ihre Einwilligung für Folgendes:",UNKNOWN
Dieser Anbieter ist im IAB Transparency & Consent Framework registriert und unterliegt dessen Richtlinien.,PRIVACY_RISKY
"Details anzeigen, Speichern von oder Zugriff auf Informationen auf einem Endgerät",NEUTRAL
Einwilligung (116 Anbieter),UNKNOWN
"Einwilligung (116 Anbieter), Speichern von oder Zugriff auf Informationen auf einem Endgerät",NEUTRAL
"Details anzeigen, Verwendung reduzierter Daten zur Auswahl von Werbeanzeigen",NEUTRAL
Einwilligung (69 Anbieter),UNKNOWN
"Einwilligung (69 Anbieter), Verwendung reduzierter Daten zur Auswahl von Werbeanzeigen",UNKNOWN
"Einige Anbieter bitten Sie nicht um Ihre Einwilligung, sondern nutzen Ihre personenbezogenen Daten auf Grundlage ihres berechtigten Interesses.",UNKNOWN
"Details anzeigen, Erstellung von Profilen für personalisierte Werbung",NEUTRAL
Einwilligung (95 Anbieter),UNKNOWN
"Einwilligung (95 Anbieter), Erstellung von Profilen für personalisierte Werbung",UNKNOWN
"Details anzeigen, Verwendung von Profilen zur Auswahl personalisierter Werbung",NEUTRAL
Einwilligung (91 Anbieter),UNKNOWN
"Einwilligung (91 Anbieter), Verwendung von Profilen zur Auswahl personalisierter Werbung",UNKNOWN
"Details anzeigen, Erstellung von Profilen zur Personalisierung von Inhalten",NEUTRAL
Einwilligung (27 Anbieter),UNKNOWN
"Einwilligung (27 Anbieter), Erstellung von Profilen zur Personalisierung von Inhalten",UNKNOWN
"Details anzeigen, Verwendung von Profilen zur Auswahl personalisierter Inhalte",NEUTRAL
Einwilligung (23 Anbieter),UNKNOWN
"Einwilligung (23 Anbieter), Verwendung von Profilen zur Auswahl personalisierter Inhalte",UNKNOWN
"Details anzeigen, Messung der Werbeleistung",NEUTRAL
Einwilligung (76 Anbieter),UNKNOWN
"Einwilligung (76 Anbieter), Messung der Werbeleistung",UNKNOWN
"Details anzeigen, Messung der Performance von Inhalten",NEUTRAL
Einwilligung (34 Anbieter),UNKNOWN
"Einwilligung (34 Anbieter), Messung der Performance von Inhalten",UNKNOWN
"Details anzeigen, Analyse von Zielgruppen durch Statistiken oder Kombinationen von Daten aus verschiedenen Quellen",NEUTRAL
Einwilligung (60 Anbieter),UNKNOWN
"Einwilligung (60 Anbieter), Analyse von Zielgruppen durch Statistiken oder Kombinationen von Daten aus verschiedenen Quellen",UNKNOWN
"Berechtigtes Interesse (23 Anbieter), Analyse von Zielgruppen durch Statistiken oder Kombinationen von Daten aus verschiedenen Quellen",UNKNOWN
"Details anzeigen, Entwicklung und Verbesserung der Angebote",NEUTRAL
"Einwilligung (69 Anbieter), Entwicklung und Verbesserung der Angebote",UNKNOWN
"Details anzeigen, Verwendung reduzierter Daten zur Auswahl von Inhalten",NEUTRAL
Einwilligung (13 Anbieter),UNKNOWN
"Einwilligung (13 Anbieter), Verwendung reduzierter Daten zur Auswahl von Inhalten",UNKNOWN
"Details anzeigen, Gewährleistung der Sicherheit, Verhinderung und Aufdeckung von Betrug und Fehlerbehebung",NEUTRAL
"Details anzeigen, Bereitstellung und Anzeige von Werbung und Inhalten",NEUTRAL
"Details anzeigen, Ihre Entscheidungen zum Datenschutz speichern und übermitteln",NEUTRAL
"Details anzeigen, Abgleichung und Kombination von Daten aus unterschiedlichen Quellen",NEUTRAL
"Details anzeigen, Verknüpfung verschiedener Endgeräte",NEUTRAL
"Details anzeigen, Identifikation von Endgeräten anhand automatisch übermittelter Informationen",NEUTRAL
"Details anzeigen, Verwendung genauer Standortdaten",NEUTRAL
Einwilligung,UNKNOWN
"Einwilligung, Verwendung genauer Standortdaten",UNKNOWN
Sie können Ihre Dateneinstellungen festlegen. Für diese Website oder App werden die folgenden Berechtigungen angefordert:,NEUTRAL
"Einwilligung, Speichern von oder Zugriff auf Informationen auf einem Endgerät",NEUTRAL
"Berechtigtes Interesse, Erstellung von Profilen für personalisierte Werbung",UNKNOWN
"Berechtigtes Interesse, Verwendung von Profilen zur Auswahl personalisierter Werbung",UNKNOWN
"Berechtigtes Interesse, Erstellung von Profilen zur Personalisierung von Inhalten",UNKNOWN
"Berechtigtes Interesse, Verwendung von Profilen zur Auswahl personalisierter Inhalte",UNKNOWN
"Berechtigtes Interesse, Analyse von Zielgruppen durch Statistiken oder Kombinationen von Daten aus verschiedenen Quellen",UNKNOWN
So funktioniert diese Plattform zur Einwilligungsverwaltung:,UNKNOWN
Anbieter-Einstellungen,NEUTRAL
Alle akzeptierenAuswahl bestätigen,PRIVACY_RISKY
Alle akzeptieren,PRIVACY_RISKY
Auswahl bestätigen,NEUTRAL
Unsere Anbieter bestätigen,NEUTRAL
mehr,NEUTRAL
"Exponential Interactive, Inc d/b/a VDX.tv, Details anzeigen",NEUTRAL
Details zum Speicher,NEUTRAL
"Exponential Interactive, Inc d/b/a VDX.tv, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Exponential Interactive, Inc d/b/a VDX.tv",UNKNOWN
"Roq.ad GmbH, Details anzeigen",NEUTRAL
"Roq.ad GmbH, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Roq.ad GmbH",UNKNOWN
"Index Exchange Inc. , Details anzeigen",NEUTRAL
"Index Exchange Inc. , Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Index Exchange Inc.",UNKNOWN
"Quantcast, Details anzeigen",NEUTRAL
"Quantcast, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Quantcast",UNKNOWN
"BeeswaxIO Corporation, Details anzeigen",NEUTRAL
"BeeswaxIO Corporation, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, BeeswaxIO Corporation",UNKNOWN
"Sovrn, Inc., Details anzeigen",NEUTRAL
"Sovrn, Inc., Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Sovrn, Inc.",UNKNOWN
"Adikteev, Details anzeigen",NEUTRAL
"Adikteev, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Adikteev",UNKNOWN
"RTB House S.A., Details anzeigen",NEUTRAL
"RTB House S.A., Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, RTB House S.A.",UNKNOWN
"The UK Trade Desk Ltd, Details anzeigen",NEUTRAL
"The UK Trade Desk Ltd, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, The UK Trade Desk Ltd",UNKNOWN
"Nexxen Inc., Details anzeigen",NEUTRAL
"Nexxen Inc., Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Nexxen Inc.",UNKNOWN
"Epsilon, Details anzeigen",NEUTRAL
"Epsilon, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Epsilon",UNKNOWN
"Yahoo EMEA Limited, Details anzeigen",NEUTRAL
"Yahoo EMEA Limited, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Yahoo EMEA Limited",UNKNOWN
"ADventori SAS, Details anzeigen",NEUTRAL
"ADventori SAS, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, ADventori SAS",UNKNOWN
"Triple Lift, Inc., Details anzeigen",NEUTRAL
"Triple Lift, Inc., Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Triple Lift, Inc.",UNKNOWN
"Xandr, Inc., Details anzeigen",NEUTRAL
"Xandr, Inc., Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Xandr, Inc.",UNKNOWN
"NEORY GmbH, Details anzeigen",NEUTRAL
"NEORY GmbH, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, NEORY GmbH",UNKNOWN
"Nexxen Group LLC, Details anzeigen",NEUTRAL
"Nexxen Group LLC, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Nexxen Group LLC",UNKNOWN
"NEURAL.ONE, Details anzeigen",NEUTRAL
"NEURAL.ONE, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, NEURAL.ONE",UNKNOWN
"ADITION (Virtual Minds GmbH), Details anzeigen",NEUTRAL
"ADITION (Virtual Minds GmbH), Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, ADITION (Virtual Minds GmbH)",UNKNOWN
"Active Agent (Virtual Minds GmbH), Details anzeigen",NEUTRAL
"Active Agent (Virtual Minds GmbH), Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Active Agent (Virtual Minds GmbH)",UNKNOWN
"Taboola Europe Limited, Details anzeigen",NEUTRAL
"Taboola Europe Limited, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Taboola Europe Limited",UNKNOWN
"Equativ, Details anzeigen",NEUTRAL
"Equativ, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Equativ",UNKNOWN
"Adform A/S, Details anzeigen",NEUTRAL
"Adform A/S, Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Adform A/S",UNKNOWN
"Magnite, Inc. , Details anzeigen",NEUTRAL
"Magnite, Inc. , Datenschutzerklärung",PRIVACY_FRIENDLY
"Einwilligung, Magnite, Inc.",UNKNOWN
"RATEGAIN ADARA INC, Details anzeigen",NEUTRAL
